Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144
18.11.2017 14:00;20,137;3,25252;21,7554;15,1779;9,60568;18,582;14,8649;20,0149;11,0042;10,1649;14,2439;62,3036;16,705;21,3762;10,6743;17,6148;25,7;30,2;13,8;30,8;9,5;15,5;19,7;7,0;19,5;26,9;7,3;12,8;26,38027;20,7;12,5;31,0;7,7;14,7;20,1;10,2;16,29876;13,5;6,3;12,8;14,35;19,8;21,672;12,7951;11,8018;14,0027;14,2805;19,3988;14,5666;74,1245;34,2179;38,3638;33,9567;8,8004;26,9626;31,6062;6,52378;16,3428;37,9398;20,3181;19,5582;5,9;9,59;6,5725;11,9;19,3;7,39;15,41;15,89;21,66;18,64;60,97;24,55;41,539605;18,8;7,40634;11,5533;6,83221;11,3;10,6;14,3;1,8;17,1;12,6127;10,9892;12,615;19,8204;21,3543;28,025;9,7564;11,3621;8,6032;10,8995;24,6073;9,5449;10,5457;14,7296;14,2939;14,5544;;16,2286;12,3112;10,0884;;6,6;;11,4;;7,8;18,39;18,112;8,96091;42,5045;7,90665;23,6955;9,48405;12,5002;74,8298;11,8083;21,0761;16,4943;13,8101;8,44732;7,2587;2,9243;19,2379;21,5753;11,8139;8,13397;20,8063;16,0518;4,72631;15,1386;28,2918;15,5612;14,4263;18,3252;23,9457;24,7382;14,4908;11,2596;13,2894;20,4855;12,4556
18.11.2017 15:00;23,4806;6,54116;22,0284;15,9705;11,5623;15,1027;16,674;21,6752;12,242;11,8024;18,1507;56,0912;14,2901;23,609;15,2418;16,3699;32,2;28,7;14,2;32,0;8,8;13,5;18,2;7,0;25,1;43,2;7,6;15,9;25,23247;32,0;16,9;31,3;8,8;19,0;29,8;14,3;24,54379;14,1;7,3;12,9;14,77;20,3;20,6554;11,3434;11,6536;13,3776;10,4926;16,8915;11,7704;78,8541;38,1083;36,5936;35,1761;16,1324;27,5484;25,2177;5,25762;30,515;54,6686;23,5051;27,9072;6,6;9,99;8,126;10,3;13,0;9,49;18,91;15,59;20,16;24,44;61,03;22,05;38,140037;16,5;9,35287;13,1589;10,1538;10,0;11,0;14,7;2,4;27,0;9,33919;10,635;15,8622;17,5883;21,5875;29,2561;12,1614;11,2326;9,2767;15,0525;23,8163;9,362;10,926;17,208;12,2776;15,246;;16,0708;13,5184;11,7304;;8,5;;10,3;;9,7;21,29;23,3758;9,54088;44,172;11,2941;23,6621;9,49042;17,353;91,5147;14,5316;22,9881;13,4456;16,0948;9,94452;13,1184;4,05397;15,5111;20,457;12,1793;6,90657;25,377;16,5741;4,70571;14,6195;27,6904;17,2829;12,4608;18,294;20,8127;21,445;15,6991;10,5314;14,1982;20,3485;12,3547
18.11.2017 16:00;24,3095;11,2325;28,6529;20,7636;16,943;20,6574;17,4054;23,6631;12,525;11,2946;21,877;57,0207;15,979;23,4964;21,3475;16,499;27,8;29,0;16,7;30,0;8,2;12,1;17,2;6,4;25,0;30,9;8,4;19,5;25,92115;43,3;20,2;31,2;9,7;16,4;34,3;15,9;29,2689;19,0;8,7;24,1;35,78;22,2;21,6649;12,0391;11,5814;11,937;9,76979;14,3612;14,1445;82,7073;40,6571;33,6517;37,3117;27,0616;27,4231;33,0271;9,14376;34,9206;42,8919;30,2421;30,8278;7,3;10,59;10,038;15,0;12,3;11,99;21,71;13,79;16,56;27,74;67,74;24,75;43,34047;24,2;13,4881;14,344;15,5578;11,6;12,3;16,1;3,7;32,0;8,12555;7,67562;39,7006;23,0157;22,2982;27,8726;11,0525;11,311;9,2972;12,0583;33,3803;9,3472;10,8848;14,8295;13,5227;15,7651;;15,8058;13,2687;11,6045;;8,0;;12,0;;9,2;23,52;35,1617;10,8809;42,5123;17,1554;30,319;15,304;27,177;82,8379;20,8331;28,7899;30,2632;19,6672;23,4756;27,3501;7,19974;27,7617;15,5046;12,8057;7,91332;25,2761;15,4914;4,91221;11,2998;27,8138;18,8456;14,1195;19,9424;19,2878;20,1375;15,6779;9,40385;12,2898;20,2008;11,5857
18.11.2017 17:00;23,9349;13,8652;24,0073;21,4669;18,5947;21,8487;19,8155;23,3498;12,4924;8,52062;25,6983;54,852;15,7708;27,9221;25,9883;15,083;27,0;26,7;13,5;25,3;8,6;12,1;15,3;4,3;24,0;36,3;9,4;19,8;27,37503;38,2;18,4;30,0;10,9;19,3;37,7;16,9;32,84621;19,7;7,7;25,1;34,89;24,1;19,6288;11,2567;11,4683;11,3212;12,8709;14,4096;17,1172;90,2305;61,6981;44,7759;45,3325;30,2576;28,1815;31,35;13,9673;43,5001;54,2791;39,9101;26,4461;10,1;10,79;9,2015;16,0;13,0;22,99;21,11;13,39;19,46;30,64;76,73;27,35;49,840903;33,2;21,9726;17,2471;10,6392;13,1;12,8;10,2;4,1;29,4;16,1793;11,3074;28,8324;29,7513;23,9149;38,1846;11,1836;11,8328;8,6746;11,7787;38,5527;9,8194;10,9556;13,2018;12,5368;15,1701;;17,3804;13,3139;11,9738;;13,1;;12,4;23,0;19,5;22,315;42,3742;14,1748;42,926;17,0126;36,7125;24,2144;34,5743;79,8414;21,4407;38,2809;41,3603;11,676;20,3801;43,5198;7,66181;44,3403;16,9658;11,9898;7,69336;22,5768;14,9019;5,00829;10,3885;27,4114;15,1177;10,5284;18,8684;18,9936;19,4393;12,8794;10,1809;12,6493;18,1523;9,12714
18.11.2017 18:00;22,2175;13,3314;23,7922;19,5917;17,0232;26,9629;19,5365;22,6588;14,4632;11,9001;26,3043;68,6806;17,6405;27,4197;28,3167;17,7391;23,7;21,8;12,6;23,8;7,3;11,7;14,8;;21,7;25,8;9,8;17,6;28,14023;43,0;16,8;26,2;10,8;18,0;36,8;17,3;31,7558;19,9;7,4;19,4;25,34;21,4;16,9663;10,3911;10,883;9,47237;13,5444;13,5508;24,7497;88,8368;58,1731;64,5103;56,624;28,3711;27,0991;33,0556;17,7228;38,8763;50,6264;37,4334;24,6489;11,7;9,79;7,7675;16,3;15,8;26,59;18,61;15,39;17,16;39,94;62,46;27,85;43,541335;29,3;23,8373;15,6727;11,0923;15,2;9,6;8,8;3,7;27,2;20,2694;12,0573;22,1223;21,8382;26,0801;35,0075;10,0705;11,4406;8,8453;11,2579;36,6107;11,1003;11,2441;12,8075;12,7037;17,0704;;16,2577;12,4089;12,0285;;34,2;;14,5;39,0;17,5;14,03;40,049;16,0321;42,1803;16,3481;54,4617;18,1502;35,3354;83,0451;18,7954;41,6487;27,3156;11,5497;25,154;34,988;13,2974;38,6734;15,2094;11,9539;6,63145;17,4562;13,5062;4,48875;8,62006;26,4664;11,5951;9,19246;14,9212;17,0933;17,6684;12,9097;12,4816;10,9067;26,2668;13,3426
18.11.2017 19:00;23,379;9,56266;22,2881;18,5364;19,6261;22,1245;21,2188;20,7739;15,8679;13,9316;23,4066;55,2717;21,429;29,901;20,7479;12,6819;25,3;17,8;11,0;22,7;6,7;11,0;13,9;;16,8;24,4;8,5;12,1;24,6777;40,2;12,3;23,9;8,3;15,5;30,3;15,0;26,0168;14,6;7,8;17,0;23,48;19,3;15,6455;6,74235;10,8554;9,02995;31,3669;13,0271;25,6795;82,4577;50,1709;49,3365;59,8844;29,1079;19,167;32,4851;12,886;37,9256;48,2657;35,8064;35,1893;15,1;8,79;8,0065;15,5;13,9;19,29;16,21;15,09;18,06;35,64;54,95;25,65;39,641768;31,0;11,924;18,6577;15,3778;12,6;9,1;7,5;3,1;20,1;16,4892;12,0217;23,6711;14,5599;25,1893;37,3757;9,5352;11,6106;7,9697;10,7916;30,0662;10,1554;11,7239;13,7864;11,8337;12,125;;15,0838;11,2754;11,8574;;35,1;;14,7;43,0;13,1;15,45;20,3963;10,0263;40,667;17,7099;41,3486;12,1226;22,2451;62,3078;16,655;33,17;18,6006;11,5517;20,1966;18,4365;24,1841;25,4025;15,6779;10,4733;6,91188;18,0854;13,1142;4,59929;8,69661;25,7108;9,80247;7,60681;13,1497;14,5312;16,4344;11,3132;10,1389;8,68226;20,3957;6,38024
18.11.2017 20:00;17,9109;7,65278;14,8924;21,1522;15,9636;17,856;20,8499;20,8355;16,112;10,9887;27,4569;61,4097;20,46;27,5131;17,447;10,8368;19,3;14,1;9,6;17,6;5,6;10,3;13,6;;14,6;19,6;7,6;12,7;12,26233;40,6;12,6;24,8;8,6;13,4;23,0;11,9;20,92822;11,7;8,1;13,6;26,33;15,1;13,572;5,6797;9,45484;7,82375;44,5491;13,1721;26,236;74,9743;43,0657;42,9834;51,6283;29,2706;21,0806;21,02;12,4202;40,2067;53,2922;27,2724;28,0145;9,8;8,79;8,604;12,8;12,6;12,89;15,71;12,99;15,56;24,64;53,32;26,85;37,542201;24,3;13,1636;20,4153;11,8571;10,5;8,4;7,9;2,5;17,7;10,1632;6,42698;30,9117;12,6835;20,669;32,4236;10,097;11,9447;7,0914;11,7216;31,9597;18,0441;12,3602;12,9489;11,2095;10,036;;14,9665;13,3898;11,7835;;22,5;;21,7;28,0;11,6;10,585;14,8143;9,07456;40,0702;19,2777;29,6094;13,5386;19,939;59,9534;15,5191;27,6555;20,8026;10,5678;20,6735;27,4377;25,7212;12,3467;17,1246;12,8634;6,50558;17,267;12,2798;4,47811;8,7155;24,1965;10,106;6,89089;12,4983;13,9061;17,6304;10,123;7,30915;7,74541;17,1148;2,65237
18.11.2017 21:00;15,2642;7,24701;8,96675;15,9488;12,7727;16,5999;15,6529;15,7427;15,2668;9,55628;27,0888;46,0856;19,973;26,0085;15,9211;10,8835;18,7;13,8;8,7;14,6;5,6;9,1;12,3;;11,8;19,4;6,0;13,9;12,53015;35,5;13,3;20,7;8,2;13,2;21,3;10,5;16,79614;11,0;9,6;13,0;19,87;15,3;11,1759;5,51134;7,5763;8,35385;47,8122;11,6605;24,5421;68,1246;59,8722;39,5938;43,6622;23,4012;19,0358;18,4259;13,2094;41,5478;56,1546;19,7192;19,9315;7,3;8,99;7,2895;11,4;14,0;9,69;12,91;9,89;13,56;22,54;46,45;24,75;33,142634;20,5;12,5932;15,4306;11,9542;8,2;7,4;7,6;2,7;14,4;11,7117;7,53062;34,3398;13,3665;21,1023;26,6967;9,7299;;7,8976;11,6434;12,2747;13,4046;11,0672;10,1373;10,3606;9,05451;;12,4758;12,4997;11,2479;;22,0;;22,4;24,0;13,2;4,825;15,083;10,9377;27,4641;15,0565;29,2085;13,5136;15,8712;48,1362;15,8532;24,8507;14,9216;12,0851;18,5267;30,5601;21,8069;11,8246;17,5012;11,6755;6,56825;17,439;11,9399;4,0795;8,80819;22,3557;9,00842;6,53257;12,5363;13,4265;18,1492;7,48123;6,74564;6,64539;15,3741;9,67153
18.11.2017 22:00;14,3022;5,92401;9,11758;13,9371;9,16751;14,3448;13,5736;13,2237;15,065;8,81166;24,788;27,4738;17,4512;13,2895;13,3341;11,5549;17,5;10,5;8,7;19,0;5,6;8,2;11,9;;12,7;19,8;5,2;16,2;11,87973;31,9;9,9;17,7;8,3;14,7;18,6;11,0;14,36663;11,1;14,2;14,9;17,74;19,2;10,2337;5,27951;8,00809;7,50726;15,3773;11,1268;19,8758;67,4968;52,3867;42,8256;42,754;21,4372;10,8721;14,8264;9,99619;24,1406;34,5055;17,7721;14,8817;7,6;8,19;6,692;11,1;12,5;9,09;12,01;10,79;11,66;25,84;35,0;19,05;24,443066;15,9;13,8562;13,5265;10,9887;8,2;6,7;6,3;3,6;15,0;13,1794;7,01757;34,0046;15,9971;18,2764;29,2153;9,624;10,6662;8,0831;12,4786;12,1804;7,0119;7,5177;10,132;11,8955;7,05419;;10,9791;10,0767;9,8674;;18,7;;18,7;24,0;16,0;1,725;13,7622;12,1752;25,3845;14,5817;27,673;12,4864;16,8129;42,7922;15,6117;30,6106;14,8626;16,0055;16,5473;20,7723;12,6011;9,895;15,7358;11,4724;6,38236;13,5996;10,7184;4,24937;7,91587;21,2889;9,34528;6,88386;14,7357;12,7488;17,0747;7,40528;4,73804;5,35207;12,0514;14,5493
18.11.2017 23:00;14,6428;6,02599;7,38351;13,9321;6,20019;12,8157;13,4107;11,4676;11,2447;7,62994;17,294;19,2475;14,169;9,90097;11,8677;10,5622;17,3;8,3;9,4;13,2;7,3;7,8;12,8;;12,5;15,5;4,0;14,6;11,30583;27,5;10,4;16,7;9,3;14,6;17,4;11,3;14,84488;12,2;14,5;16,0;16,22;16,6;10,7147;4,91108;7,58872;6,53968;7,77228;9,69331;11,551;58,3601;21,5185;39,3975;42,5612;21,8737;11,8584;11,5513;7,87759;22,278;30,4898;16,1389;11,0402;8,5;8,69;7,648;12,1;9,6;9,99;11,61;10,19;10,66;25,94;36,55;17,15;23,243499;14,8;;10,9617;;8,0;6,1;6,3;3,8;13,3;17,4419;5,43274;23,2758;15,7225;14,4247;29,015;10,1908;9,9241;4,3497;12,2171;11,1689;5,477;6,2232;7,1467;10,1025;7,51321;;9,85931;6,01855;9,5305;;18,7;;19,2;21,0;13,4;0,325;13,5481;11,2341;22,3024;13,4472;25,838;13,4191;17,7625;36,4727;13,1451;24,3297;13,0297;13,0879;12,5571;20,7521;12,9527;9,8075;9,24877;10,6101;6,39617;14,0553;9,84574;4,40108;7,59497;18,888;9,20428;6,44459;9,00873;12,4726;17,777;6,81575;4,2627;3,4336;10,2435;
19.11.2017 00:00;12,6312;4,95102;7,54868;13,6244;5,6953;10,9276;10,7172;10,4985;10,1827;6,94162;10,8315;16,0066;16,4937;9,72464;10,9462;9,99817;15,0;5,1;10,2;13,1;3,7;5,1;11,4;;8,3;11,2;3,2;14,8;16,35615;22,8;10,3;17,0;10,2;13,4;14,6;11,2;15,38052;13,2;12,2;15,3;13,53;12,9;9,95723;4,79556;7,13192;6,00634;14,6268;9,00764;8,02944;29,9887;13,7053;29,6574;28,7874;20,0126;10,7956;10,3968;4,90921;15,6115;22,528;14,603;10,8894;8,2;9,99;7,2895;11,2;10,0;10,99;12,21;9,29;10,46;24,14;29,88;15,75;22,843932;13,0;18,2793;9,46321;8,75643;7,9;6,7;6,0;4,4;13,2;22,4754;5,19905;20,6823;14,2327;16,2589;20,6186;9,6691;9,5297;3,7514;9,6211;8,1375;5,0807;4,8438;6,1306;8,80355;4,8803;;8,87342;4,26854;7,0925;;19,7;;22,0;22,0;37,7;0,01;14,4882;11,6451;19,1472;11,5549;24,0944;10,4066;15,1324;35,9797;11,8073;18,3685;13,841;15,4841;12,6543;22,4809;12,3961;9,24452;7,63419;9,87982;6,80353;10,1856;8,66136;4,85781;6,37956;19,0065;8,26404;6,82677;4,82778;10,3041;14,9506;4,54684;3,85109;3,15409;9,20894;8,954
19.11.2017 01:00;12,6973;4,17984;6,51248;10,5452;5,56958;9,3842;9,99978;9,35967;7,70225;6,96977;11,7737;13,5572;14,4807;8,02828;10,4071;10,2111;12,0;3,5;9,3;8,1;2,7;3,7;7,0;;6,2;8,6;2,4;13,6;;22,0;9,0;16,4;7,6;11,8;12,1;9,8;12,75971;11,6;12,4;11,5;12,79;10,9;8,71148;4,13427;5,78168;5,04556;12,0801;8,0549;8,97158;19,3606;10,525;11,7843;21,4665;21,84;11,0091;10,1634;3,9279;11,9075;20,9153;14,4158;8,5732;9,938832;9,99;6,692;11,7;9,6;9,09;13,41;8,39;8,66;18,24;24,71;14,75;;11,5;12,6532;9,69427;8,75802;6,9;5,8;4,8;3,8;12,7;16,8636;3,37468;16,5096;11,0466;12,3096;18,0518;5,5609;6,6354;2,6525;5,32;6,3546;3,4952;4,6256;3,8632;8,54133;3,66157;;9,20334;4,00405;5,239;;19,2;;21,4;22,0;26,8;0,01;11,0147;10,5654;20,153;11,1013;21,4999;7,96507;15,6396;31,4991;11,5108;16,3147;13,0175;16,3564;12,1274;13,4424;9,68322;8,21045;8,70385;9,89309;7,11423;8,91045;8,17646;4,9389;5,6728;19,7755;7,41468;5,81305;4,47496;9,92169;11,4565;3,73052;3,52339;3,26707;7,3442;7,0055
19.11.2017 02:00;12,0788;3,20472;5,75353;10,9522;4,10493;8,96834;10,6376;8,65764;5,6646;6,62083;10,2669;12,932;10,4809;7,5455;10,465;9,53663;10,0;2,4;6,4;10,1;9,0;3,2;4,9;;5,1;7,1;1,8;12,3;14,9214;21,5;8,3;14,8;5,4;9,8;9,8;7,8;11,68843;9,1;8,3;8,9;10,46;9,0;9,30719;3,05708;5,06096;4,27817;13,0621;5,29943;8,67421;16,3062;10,2058;11,0822;18,6256;17,0612;9,2894;12,1261;4,42961;11,6674;20,6253;14,3405;8,04421;9,9;8,99;6,5725;12,9;8,5;9,59;12,51;6,39;6,36;14,24;23,27;14,55;14,444797;11,5;10,4236;9,09419;8,24497;7,1;5,2;5,0;3,8;9,6;18,3119;3,82134;16,5691;8,62684;8,35521;13,549;4,1764;6,4771;3,5002;4,6119;3,8463;3,3369;3,8212;3,2027;7,15038;3,18009;;6,97513;3,61884;4,6688;;14,8;;18,1;17,0;14,9;0,01;10,491;9,95621;16,2941;9,70871;18,4003;8,37668;10,2924;36,9005;12,1909;16,5027;10,0831;16,8137;8,13715;10,2053;8,57638;8,81171;8,50574;9,79693;6,74511;7,96879;7,37076;4,73286;4,68337;18,978;6,62736;5,89044;2,9544;8,10051;8,84576;3,22438;3,20791;3,01311;5,85869;3,30968
19.11.2017 03:00;10,7541;2,97741;5,6967;10,3211;3,41558;7,98579;9,21539;7,50088;5,25631;7,12964;8,41387;13,4079;12,5282;7,10733;7,47804;8,59656;8,9;2,9;7,2;6,5;2,3;2,8;4,6;;4,8;6,7;2,0;12,3;13,21883;18,8;9,3;12,5;5,3;8,6;8,6;7,0;9,50761;7,6;7,9;8,1;9,49;7,2;9,60196;2,9653;4,3174;4,53303;38,8194;4,57021;8,37775;17,8363;10,0667;11,2866;19,8349;18,9779;9,2671;9,47633;4,62241;35,4963;34,5577;14,9703;8,86956;9,0;7,69;6,3335;11,6;6,4;9,89;10,61;5,69;5,36;11,84;19,83;12,25;13,44523;10,0;9,95621;8,37029;7,53806;10,1;4,9;4,7;4,2;8,6;19,3453;4,08584;11,5092;8,12441;7,42377;12,5388;3,0301;5,7749;4,0791;3,3193;2,6335;9,7689;5,2049;2,6649;5,89868;2,67005;;5,22417;4,81346;3,9913;;11,4;;14,1;15,0;6,2;0,0;11,5803;9,74961;16,329;8,80635;14,1637;9,1383;8,67251;35,643;12,3203;14,8292;9,85795;17,7321;8,29011;9,77244;7,24223;8,88336;5,95588;8,57238;6,80406;6,2448;5,80929;4,35801;4,2944;17,4313;6,266;4,47716;3,2582;7,10998;7,03281;3,20791;3,11019;2,76153;5,24047;3,40625
19.11.2017 04:00;10,6451;2,32945;4,90109;8,54502;3,14099;7,88594;8,42192;7,10414;5,06176;7,04678;9,11865;14,4133;9,96489;5,49222;7,01545;7,08502;9,4;2,7;6,0;6,1;2,7;2,9;6,0;;6,9;8,6;0,7;11,6;10,10064;16,6;8,1;9,9;6,5;7,8;7,9;6,0;8,34068;8,5;6,3;7,1;8,91;6,7;9,07456;3,12952;4,34396;4,36095;42,9069;5,02962;8,81947;19,0685;9,9642;11,2452;17,9761;10,786;9,351;9,61697;4,4636;15,3629;17,0127;19,6667;9,77988;7,7;5,99;5,497;9,8;5,0;8,49;11,11;5,19;5,46;10,24;15,6;10,35;9,045662;8,2;11,0556;7,51469;7,12008;8,8;4,6;5,2;4,7;6,7;21,4409;3,1787;10,3349;9,82874;10,3736;13,4348;2,8505;5,2291;2,1676;2,7805;3,3192;7,5241;6,5394;3,6273;6,11945;2,52183;;4,60575;6,19116;4,6013;;7,6;;11,2;14,0;7,5;0,07;9,7188;8,85203;12,7371;8,06333;16,6132;9,12183;9,92806;34,1037;11,5341;15,603;10,0964;18,7669;7,63525;8,5801;7,00376;8,98321;6,51461;6,11725;6,81416;4,40928;4,94305;3,96682;4,2276;16,4449;6,11612;3,3277;2,77681;6,50717;6,60731;;2,94236;2,6277;4,41566;3,70296
19.11.2017 05:00;9,83175;2,11435;3,88986;9,63162;1,96192;7,74785;8,07658;6,37333;6,03007;6,60649;8,23435;13,2438;8,09377;6,05626;8,26143;6,13911;7,2;3,6;7,2;5,5;2,9;3,4;6,9;;5,6;7,3;0,4;12,1;8,7998;15,8;6,4;9,9;6,4;7,3;7,3;5,4;6,98245;7,4;6,5;6,1;8,01;6,1;10,1777;3,78056;4,26323;4,60739;47,3093;6,2379;10,4017;22,8341;11,1071;12,2267;20,7989;9,74965;9,05462;13,987;4,82423;44,6128;37,5492;18,7582;9,09475;7,0;5,59;4,1825;9,5;5,1;6,99;12,41;6,29;6,36;9,24;17,16;9,95;9,246095;7,4;8,82494;6,37245;7,11636;6,9;5,3;6,0;5,1;6,9;6,46874;2,87862;9,70606;10,9175;8,3914;12,4018;2,5448;4,7139;;2,874;2,5628;4,5425;4,0484;3,3377;5,95778;2,35003;;4,43523;4,57712;4,0067;;7,6;;9,6;10,0;6,5;0,555;8,57904;8,19026;12,5702;7,43609;14,2561;8,33632;11,3881;31,5406;11,3754;17,2526;10,7364;16,9261;7,95498;11,7455;7,409;10,3158;7,41059;5,49411;6,19435;3,94084;3,72893;3,28942;3,65984;16,3365;6,28515;3,02779;3,24527;5,77636;6,08927;2,37725;2,98803;2,74122;3,84684;4,27544
19.11.2017 06:00;8,88573;1,55934;4,37317;13,0689;2,32733;6,53479;8,91143;6,97402;5,42166;5,14594;18,5113;15,7039;8,16902;8,14246;6,9942;6,24056;8,1;4,7;6,4;6,6;3,2;3,6;6,4;;4,9;7,0;;12,0;14,46228;12,2;4,8;11,8;6,0;7,5;7,8;6,1;6,92506;9,2;6,5;6,4;7,57;6,3;10,0571;3,42126;4,82659;5,0463;35,4247;5,5209;8,93079;29,9403;20,4435;14,9927;19,35;5,18191;8,83952;12,7977;4,65958;50,6191;37,4852;16,7444;9,88663;6,1;5,89;3,346;8,6;5,7;6,29;9,01;5,59;5,56;8,34;20,52;10,55;8,946528;8,1;9,12821;6,55576;8,78245;6,3;5,9;9,8;5,4;8,8;6,73375;2,62369;9,10304;9,80112;5,91318;12,3322;3,2197;5,0605;3,8577;4,374;3,0124;3,2016;4,3868;3,5879;5,91095;3,28907;;4,56655;3,9051;3,9663;;9,7;;9,5;9,0;5,6;5,08;10,2016;8,10582;16,6498;7,94011;16,9786;8,62843;13,9125;38,172;14,7271;17,8448;10,7839;12,8869;10,652;14,9306;6,9857;8,67889;4,49054;4,6848;5,38069;4,13789;4,15754;1,68263;3,55381;17,2829;5,74142;3,04866;3,31071;7,00589;6,73846;2,99547;2,94767;2,84552;4,12438;7,82114
19.11.2017 07:00;9,08886;2,3815;9,10802;9,39551;2,7485;6,90869;8,70848;7,29428;6,05271;4,75557;19,9565;21,7973;9,06182;9,01561;7,34527;6,16567;10,2;4,7;5,5;11,3;2,6;4,3;6,7;;6,9;7,6;0,7;10,7;13,14231;11,6;5,0;12,8;5,9;8,4;9,1;6,1;7,49896;8,5;6,0;7,7;8,72;7,3;10,4406;3,01623;5,07158;4,65784;38,3935;5,64465;7,18551;27,3528;14,5838;13,5805;15,6116;15,2841;8,86076;11,3279;5,19123;16,4841;24,4732;16,4597;10,2515;6,5;6,79;3,824;8,8;6,3;5,89;8,51;5,49;5,66;8,54;16,92;12,25;9,946961;9,4;9,31516;10,1346;7,34474;5,6;7,6;5,0;4,9;9,2;6,53948;3,93872;11,3554;8,63534;6,48009;14,4716;5,8394;6,1004;6,2579;5,3904;4,0453;;4,3327;4,9637;6,82014;2,96139;;4,75662;3,99874;5,9213;;9,1;;9,0;;4,3;3,94;9,90257;7,72926;17,379;7,68996;21,1281;10,5261;16,8134;37,8533;12,9144;22,3816;14,2327;9,23303;12,3441;15,27;7,71067;12,2756;2,08302;4,23031;4,63979;3,84153;4,50223;1,14899;3,87447;15,6673;5,69755;5,06848;4,44068;7,65331;7,22688;4,35883;3,24721;3,0711;;8,37403
19.11.2017 08:00;8,9957;1,61511;7,63685;11,5684;3,65936;7,94261;9,12534;7,00854;5,82048;4,49054;18,7663;26,862;10,2579;13,2634;8,09573;6,35209;8,6;5,6;6,2;7,8;3,1;4,5;7,4;;8,2;11,8;0,7;10,2;30,85669;12,5;6,4;12,5;5,2;8,6;10,3;5,6;8,83806;8,9;17,0;9,3;10,67;8,4;9,9669;2,53988;5,514;6,94853;30,9303;5,53683;7,05167;44,9325;22,9191;17,1018;17,7928;20,5527;9,121;12,2662;5,40155;16,559;26,8307;14,8726;12,2644;6,2;6,19;4,4215;9,5;7,7;6,59;8,81;5,39;5,76;9,64;20,05;15,45;11,247393;9,7;10,7173;9,55024;10,0534;4,0;8,4;8,2;4,5;9,6;6,04151;5,50975;13,3735;9,56372;6,75771;15,7792;4,7594;5,9868;4,3163;4,7047;3,0243;6,6906;4,5167;;7,47145;3,71513;;4,98267;3,58659;5,2995;;8,6;;9,0;9,0;4,8;3,66;11,7662;7,56196;20,9518;7,02501;22,7629;10,8862;16,295;46,5085;11,4225;21,8478;14,4218;9,5676;20,1987;16,576;6,57887;12,3058;3,17392;4,52675;4,19578;4,94464;5,42583;;4,74409;15,4323;6,56616;2,98426;6,94722;8,76918;7,93247;3,71034;3,60996;3,0295;4,78637;9,05173
19.11.2017 09:00;9,42134;1,49242;5,89533;10,5638;3,841;6,66578;9,97988;7,82805;6,62198;4,34236;10,9616;34,5881;10,8166;13,3867;7,46424;4,89472;14,1;10,3;5,8;12,9;3,3;4,6;7,0;;8,7;10,8;0,8;11,6;15,28487;13,8;5,7;13,1;4,5;9,3;11,5;5,6;10,82758;9,3;10,3;8,2;10,21;15,1;12,0212;2,49936;5,68608;4,00405;17,7072;5,28402;7,25514;42,5059;21,2365;21,2965;21,2047;21,427;8,72533;9,5097;5,59646;14,2949;22,2069;12,6654;15,7703;5,7;7,19;4,302;9,2;7,4;6,79;8,01;5,79;6,56;10,74;22,68;14,55;11,747826;10,7;10,9271;7,90846;11,6372;6,2;5,1;8,7;3,7;9,5;6,20833;6,11574;14,3438;8,73412;7,69833;15,0075;5,2653;7,5272;3,3021;6,079;3,891;8,2654;5,5564;5,5961;8,17686;3,86994;;5,49611;3,72681;5,9813;;7,8;;8,4;9,0;5,5;0,9;11,3849;8,16636;18,7652;9,46281;25,7424;7,91302;16,1001;46,1362;11,3013;21,3921;14,3134;11,0288;18,3462;14,8159;6,53107;6,08282;4,6058;4,96535;3,52976;4,98448;5,44654;2,08623;5,20207;14,745;6,31963;2,96901;6,21455;7,80415;8,44827;4,32856;3,79426;3,81042;5,8794;6,03873
