Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147
28.11.2019 04:00;5,1385;9,62851;7,88369;7,14238;6,39617;3,5526;8,10369;6,57588;19,0164;8,85117;6,63889;21,9561;6,54276;11,9532;5,17037;16,576;16,829591;18,2;16,5;14,4;15,998877;15,3;12,1;9,3;5,9;12,6;11,8;15,7;;;8,40954;8,9;4,2;7,11;19,32;12,7;22,4;18;21,4;14,9;18,8;29,3;15,9;17,3;9,28913;3,88944;9,50248;11,2527;4,30784;9,27377;11,6563;27,0017;23,175;21,9673;9,97745;22,1866;22,4235;11,1034;22,8917;2,58567;8,97312;12,0988;27,4634;23,9425;10,19;14,46;7,07;11,29;19,17;12,6;23,92;14,92;17,36;12,24;18,9;12,48;;12,9;7,04519;17,6812;6,51953;8,92515;3;5,1;11,5;18,5956;9,28329;4,76155;11,3137;26,47;7,00164;5,3382;14,562;19,4298;16,9819;18,2942;19,3003;18,1955;15,9252;18,3898;11,2029;8,87207;12,4195;7,99421;18,4243;16,1;11,7;23;21,1591;14,2386;11,6765;13,2953;18,0674;9,49627;13,0367;26,6793;11,6041;17,9579;14,2651;5,73106;20,1477;15,6669;10,8671;7,03722;14,4372;8,50693;5,29465;5,85444;14,7235;13,0104;;12,0019;13,9559;12,2181;20,6564;11,8741;12,3158;14,5933;10,3798;22,5356;12,5252;12,23;11,6489;11,4773;11,9118;12,0838;9,48405
28.11.2019 05:00;5,71529;8,95931;7,05241;6,64739;7,10892;3,28649;9,44528;6,45796;10,5591;9,31324;9,02517;20,2964;7,27622;13,0744;4,24676;18,9793;17,035285;17,1;17;15,1;14,038653;14,5;11,6;9,3;5,9;11,3;13,2;15,6;;;20,71087;13,6;4,4;7,56;14,16;12;22,6;19,4;29,5;14,8;25,1;27,8;17,4;15,5;13,5475;4,35417;9,07993;12,0711;5,09814;10,4222;12,2873;23,4071;28,3013;20,7585;12,4057;20,264;19,1566;13,3479;31,5675;2,59683;8,36341;15,5542;24,4784;22,4798;11,644;13,96;7,47;10,69;18,87;12,8;23,32;15,62;17,26;14,24;21,7;15,78;;12,1;7,61985;13,1232;7,10428;7,10907;3,7;5;12;21,2173;8,82972;4,91341;12,5002;33,5412;11,3541;6,70581;15,1539;19,0011;14,4648;17,9542;19,6398;15,9774;13,0084;16,1946;10,3925;8,59309;12,1149;7,76465;17,251;19,1;14,7;26;13,0752;8,62206;14,4234;14,7064;25,0793;14,1106;14,0431;30,174;17,0798;25,0886;17,6605;5,12192;23,7529;13,304;12,2968;7,78715;14,2375;10,6662;5,20861;6,16301;16,8851;13,2903;6,33687;12,0901;15,6195;12,515;17,8524;11,0954;12,6117;15,7839;10,5373;25,5348;12,4429;12,4592;10,3976;10,1862;12,2534;15,4516;
28.11.2019 06:00;5,24472;8,95188;9,41228;7,43449;6,15398;7,39451;14,289;6,20782;11,6111;8,94252;8,52911;29,6786;8,29118;15,2498;9,74111;14,9965;19,269447;19,7;14;15,8;15,397755;13;14,7;8,4;6,5;11;15,2;19,8;;;12,912534;19,7;5,6;11,43;19,2;11,6;25,1;23,7;35,6;18,7;21,9;28,5;20,5;21,9;;4,46056;8,77587;11,7429;8,5092;12,349;12,1566;16,8336;45,5014;19,7993;16,5393;22,5791;18,4524;18,2755;29,4374;3,42802;9,66675;14,8535;24,4576;20,3246;11,193;14,66;7,77;13,79;18,87;15,6;26,92;16,62;18,46;19,14;31,1;15,18;;11,7;9,33428;12,8126;8,01408;8,05954;4,5;4,5;15,1;26,1732;8,39634;9,53465;14,8685;34,9745;15,5021;9,56319;15,4922;16,7046;12,805;19,234;22,5146;18,3056;13,9468;17,7335;12,5038;9,52856;13,8357;8,70681;14,7115;25,9;17,7;27;14,593;6,36218;21,954;18,9272;31,2332;24,7779;19,12;49,0895;22,8098;28,8818;20,7769;5,30652;23,9292;18,6329;12,6893;20,5843;16,8591;12,8632;5,92189;6,57197;19,2953;14,7604;6,54819;12,3241;17,1283;11,5847;20,8631;11,731;15,3019;22,2207;15,3118;24,515;14,2571;12,9542;10,8331;9,61046;15,7892;22,0406;
28.11.2019 07:00;7,58002;9,59824;11,8899;11,4901;15,0262;8,71883;27,2933;6,7158;16,3075;8,71839;8,2285;59,4096;11,1565;26,0053;10,3211;19,6431;21,25814;21,6;16,8;17,3;17,304571;16,2;15,6;11,6;7,8;11,3;15,5;24,3;;;10,214197;30,4;8,3;13,77;27,48;11,3;27,3;27,1;32,7;18,6;19,6;29,9;25,1;24,7;29,8548;5,44528;9,24577;11,4853;12,4965;13,1676;14,4531;14,5121;39,0181;36,6116;18,7238;30,4821;22,7077;15,8446;25,6146;4,08394;21,6646;24,1262;26,0184;23,0465;12,094;15,96;7,77;20,39;24,77;19,1;30,92;17,82;19,56;25,94;46,2;19,68;;12,7;12,8104;19,043;7,9684;12,4097;6,3;4,4;18,6;17,3228;7,62516;17,8158;17,8023;31,1077;20,7569;19,6612;17,7655;19,7095;18,6731;23,313;25,0238;16,2918;16,3115;19,3064;14,334;11,6213;13,8526;11,2373;17,0757;32,6;21,1;30;19,707;11,5395;25,4928;22,0985;32,669;28,7825;30,9818;59,4823;27,4332;33,6087;21,135;6,02983;28,4536;22,0319;12,9559;32,6182;19,4918;15,4488;9,96311;7,20505;22,653;15,1843;6,75828;16,5123;22,2591;11,8038;23,1554;15,0765;20,5984;30,3571;24,1349;23,4411;19,5125;16,1553;11,5671;10,3827;18,5623;26,8068;
28.11.2019 08:00;11,8656;10,4507;31,1731;14,3071;11,1199;8,25453;26,2741;7,66547;15,5576;9,23091;9,05969;60,2705;13,1649;39,4918;15,5235;20,5551;25,17065;24,3;14,9;19,4;17,711387;15,5;16,8;14,1;8,4;12,3;14,7;26,9;;;9,715861;34,9;11,1;17,01;31,44;11,8;25,3;30,4;36,3;22,2;12,7;32,7;31,3;23,6;32,4562;7,23111;10,3765;12,206;16,858;13,8773;21,1871;20,3431;40,8106;57,4211;25,4269;41,441;26,2358;25,7791;32,3809;4,00693;30,4321;27,9154;17,611;25,1216;13,136;16,76;7,77;26,99;30,87;25,3;33,72;19,72;23,36;30,24;51;20,28;;16,2;16,8629;25,5938;8,35877;21,2274;9,7;4,1;21,8;23,7008;7,08024;22,8041;20,0962;32,2851;34,9152;30,2797;18,1983;25,6567;21,5855;24,7558;24,7529;21,2853;20,4494;24,3695;19,604;12,2273;15,4304;13,07;24,0326;38;23,1;33;25,4178;12,8741;31,5379;27,0426;31,5066;31,0493;35,0077;65,7234;31,522;33,537;37,8369;7,27962;29,5648;25,0639;18,9431;35,0762;21,6359;21,2376;10,4932;8,45263;24,4752;16,3805;7,95083;16,6751;29,927;13,7566;23,2312;16,0182;26,7182;40,3642;29,0241;26,2486;23,8217;19,3857;12,8773;15,1138;19,9179;40,6088;
28.11.2019 09:00;9,53398;11,6818;22,4088;12,5438;6,92569;9,87017;26,6166;7,39822;12,004;9,1077;12,2193;51,3829;11,8963;34,3135;;16,1458;25,997915;25,5;14;28,2;21,363673;15,6;16,9;12,9;7,8;11,1;13,2;30,2;;;9,117524;27,7;13,6;15,48;;10,5;25,9;31,7;31,7;27,6;16,5;29;31,8;23,8;35,7889;7,12778;10,445;12,8152;17,0375;13,7954;21,3937;15,3518;51,4386;59,6991;33,5221;50,787;27,3336;35,739;26,9141;3,50025;22,4799;25,5523;15,3265;34,1111;13,354;14,96;7,87;21,89;29,37;23,3;31,32;19,42;22,46;24,94;51,4;19,38;;18,5;13,6514;26,4398;9,48154;18,0475;10,9;4,2;21;14,0184;6,31438;;;34,1843;36,1177;30,1182;17,3712;25,7499;19,7288;22,6304;23,9312;21,6293;20,1891;27,2363;17,9801;11,3202;13,208;11,9695;24,8472;32,1;22,9;32;37,3184;8,83132;29,6695;26,1232;32,5429;30,3769;40,7463;74,2228;34,8694;34,2577;39,0675;6,32555;30,3132;26,8748;18,2665;28,3018;20,2523;;8,72031;8,42767;22,3677;;7,47053;16,7421;27,501;14,7878;23,7811;13,3209;24,7148;34,6341;30,0399;25,6994;23,866;17,3313;12,0663;17,3604;17,1725;36,9335;
28.11.2019 10:00;7,16469;11,0561;18,6554;11,7492;6,99261;11,6356;23,7651;6,56668;12,6124;9,50762;13,4515;48,2472;;31,0084;;11,7227;23,079711;21,4;12,8;27,8;13,285245;14,4;16,1;12,5;8,2;11,3;12;29,6;10,579551;;8,719188;22,7;8,4;13,86;;9,4;21,1;28,1;24,7;18,4;13,1;23,4;26,8;20,4;23,0561;7,37056;9,70255;12,5273;13,3755;14,4869;18,3791;19,8774;57,1067;56,9792;35,2328;54,7337;34,3305;42,9223;19,927;4,56088;17,5442;17,8607;12,2118;;12,707;13,86;7,97;18,99;27,67;17,8;28,32;15,32;16,46;22,04;59,1;17,28;;19,6;11,7843;20,7392;9,69929;10,8776;9,5;4,1;18,5;5,52885;6,39989;17,7495;23,1299;40,8027;18,3451;13,9778;17,6748;21,7425;17,0036;23,2585;22,4913;17,3445;17,3722;22,4645;16,8435;10,4449;11,3738;10,2265;21,099;31,8;17,2;34;32,6463;8,05058;23,0932;21,493;31,0183;27,0787;40,5849;68,96;30,1963;34,8887;46,5031;7,33204;30,6547;28,5297;19,4148;29,0183;18,318;;8,83981;8,10263;21,8329;11,8432;7,52988;11,4986;21,7999;13,3582;24,2363;11,6704;22,2554;26,7531;27,1971;18,5464;21,4282;14;10,1681;15,8569;15,7913;29,3975;
28.11.2019 11:00;6,18957;;15,7544;10,6615;6,06688;14,6555;22,1229;6,66296;;10,0339;9,19619;49,4417;11,1995;33,4037;11,9181;11,8385;21,259262;22,4;13,4;27,5;9,852285;14,5;12,8;9;7,1;10;10,9;34,6;10,019326;;7,320851;18,1;9;14,94;;8;14,9;21,6;22,6;15,8;11,3;21,9;28,3;17,1;21,0427;5,91917;8,51879;13,9549;10,2738;13,0545;16,849;21,6343;84,9066;57,1959;40,1716;65,3362;38,5523;54,0092;16,3877;4,80837;16,1685;19,0307;13,16;;10,064;;9,07;17,79;26,57;18,2;25,72;13,52;14,56;22,24;44,6;16,68;;19,7;12,8853;20,6656;9,52615;10,2133;11;3,7;16,9;12,4961;6,19063;13,3991;13,982;53,0669;14,8233;9,21159;16,5464;;14,6529;20,8363;22,3127;14,0675;14,1456;19,096;14,3964;11,397;10,2691;11,4833;16,9534;32;17,1;27;31,7301;6,53745;27,9242;19,8487;34,7352;30,2776;41,3544;66,7888;17,0401;37,7269;45,6208;7,74957;28,8755;28,2538;19,5343;39,3336;16,2;13,0484;8,01287;7,84451;20,8658;12,2076;;8,68149;12,9963;12,9521;27,4162;9,97724;17,7829;25,6219;24,2293;15,1839;19,7202;15,6811;9,86751;13,3628;13,7175;33,1148;6,07219
28.11.2019 12:00;7,22895;;15,1461;11,0933;7,04466;;19,1391;7,51992;12,1193;9,49912;7,49504;56,1422;11,7705;30,6844;7,15938;12,1879;20,352446;22,7;13,4;20,7;9,059102;11,5;16,8;8,8;6,3;9,4;10,9;34,1;11,11251;;6,122515;25,1;11,4;16,83;;7,3;13,2;19,9;12,9;11,5;12,5;32,7;32,6;17,3;19,9432;5,19472;9,21186;8,60666;10,8219;11,8977;17,5293;23,9802;;61,4395;39,7335;64,1949;44,574;55,1187;18,4033;4,76217;14,7801;17,7336;20,858;48,0694;10,356;;10,27;17,09;23,67;20,2;20,22;12,72;14,26;24,14;;14,38;;20;12,2511;22,4362;10,9591;9,95688;10,9;5,2;15,2;11,046;5,34776;14,0892;11,745;25,3741;18,2777;13,1052;17,5691;15,3864;11,9603;16,6453;22,9089;12,1201;12,9792;15,8976;15,6714;13,5196;10,1592;10,4158;14,3698;31,7;20,6;26;30,3028;7,2725;28,0459;21,7356;38,3606;26,7526;41,3709;78,2444;23,7151;40,9497;51,0297;7,85514;28,9121;27,4627;21,0702;37,2718;14,9232;14,007;8,71235;8,97896;21,3459;14,5285;;8,8676;15,8721;13,9233;27,4976;9,77438;16,3307;22,4506;22,4696;16,3062;18,8768;18,2788;8,72297;10,1426;15,7809;32,4233;5,20595
28.11.2019 13:00;8,19823;;;9,06978;;9,50085;13,315;8,21296;18,9355;;8,91258;58,0095;15,9137;33,3453;7,99428;12,1332;22,544507;27;15,5;24,3;9,238653;11,5;17,1;9,1;8,2;9,7;11,7;35,6;12,219326;;6,024178;26,6;9,4;17,1;;9,2;13,2;20,8;13,9;13,5;18,6;37,4;29;15,2;18,7254;4,52833;7,33555;8,67517;9,82821;12,2729;15,7018;26,35;90,7949;55,9945;33,4998;67,3587;46,3692;56,5846;30,5748;6,53236;14,7442;18,8285;20,619;54,7777;10,556;;11,37;21,89;18,97;15,9;21,12;11,62;14,76;24,84;;;;20,2;9,59452;21,4349;9,95157;9,86693;11;3,8;18,4;17,6083;4,96695;15,4687;14,1615;27,9749;17,1517;12,59;19,9775;17,1722;15,3622;19,3344;25,0081;14,3821;14,7599;18,7888;16,201;12,8245;10,8878;13,2199;13,8894;32,8;22,6;28;29,2369;12,863;27,1281;16,9138;40,3339;22,7624;31,1826;81,0215;24,7251;41,5085;44,825;7,311;21,818;26,5134;23,5468;18,8008;12,6946;15,1388;9,52176;9,62002;23,5367;14,1828;;9,99799;14,4505;12,461;24,4979;11,315;15,146;20,7117;23,4699;17,6573;19,5629;20,4263;8,83556;11,2542;14,675;39,2183;5,01739
28.11.2019 14:00;8,74899;;;7,426;;8,68685;9,56372;8,74936;19,5071;11,0877;10,9637;55,8858;12,9809;32,2661;8,9455;10,1469;22,717241;30,5;16,5;22;10,252285;12,5;17,3;8,9;7,3;10,5;12,6;39,8;12,179551;;7,725842;27,8;10,2;19,98;;8,4;20,2;26,5;18,9;20,4;16,9;42;28,3;18,2;19,4721;5,78583;7,42042;10,2005;10,1246;15,3356;18,1486;34,5711;85,5121;53,1095;32,94;61,2228;42,005;57,975;25,9374;5,87219;16,7523;20,1068;29,5917;56,0593;12,156;;13,97;22,99;24,97;21,7;;14,32;18,56;30,64;;;;20,7;10,2313;22,8691;15,2611;11,2481;12,1;5,2;22,3;20,174;6,19114;14,598;23,2377;35,6646;20,9348;13,1253;22,4941;19,1489;19,2003;24,9479;28,8538;15,2807;14,0669;18,1443;19,0435;14,2714;;9,66549;15,3072;32,7;22,2;29;32,092;15,134;30,4199;22,6423;44,871;18,002;32,7685;77,8651;25,1669;44,283;49,0821;7,75656;21,8706;24,9319;27,5509;11,3413;15,6534;16,4903;10,7954;10,1692;25,5087;15,4086;10,458;9,89019;16,7824;15,1529;24,2423;11,7635;15,6487;22,2164;25,4023;15,586;22,5643;19,5124;8,9864;9,25249;20,1998;37,0301;6,37386
28.11.2019 15:00;10,1378;9,44634;7,49674;13,2055;10,3747;11,5479;13,4461;9,15407;14,9006;11,1541;14,4287;62,4449;14,7596;25,521;11,7115;11,1151;27,25814;32,1;18,8;25,7;8,165918;12,2;19,9;9,5;7,3;10,6;14,7;45,3;10,993184;;7,827505;37,7;14;22,5;;9,1;24,3;31,7;21,1;25;15,1;43,9;36,5;22;26,7606;8,08056;9,47837;9,54513;11,1687;17,2326;21,6561;40,3108;84,2677;54,2482;34,0883;53,9747;39,5019;68,0194;22,3106;5,64009;21,9561;27,4775;40,7233;54,6481;14,22;;17,27;34,99;31,57;26,1;;15,92;22,66;29,74;;;;22,6;11,6377;24,6239;12,5869;12,4071;13,8;6,4;31,3;17,1979;7,13092;18,5641;17,6892;56,642;22,8319;15,5196;20,4449;28,8697;;31,3331;34,9495;18,0284;;;22,8614;16,431;15,8795;12,8894;;35,6;18,4;28;45,3257;5,83372;39,3038;26,5609;46,59;22,0416;29,0151;73,2567;19,7708;50,531;46,8376;9,06136;25,3726;27,1942;34,9147;12,0047;18,5751;20,7878;10,814;10,5213;28,6157;16,3896;11,1562;11,9618;18,5522;17,0321;24,8155;10,6599;21,9474;24,7631;28,8778;18,309;18,9872;18,2805;9,40863;11,4067;24,3464;41,6009;7,16044
28.11.2019 16:00;11,7349;10,807;24,8133;15,902;9,68322;16,0767;38,6548;7,78461;12,5204;11,1573;11,6515;70,7132;17,8055;34,9923;14,0686;11,8305;35,496792;34,1;21,4;37,6;8,032959;17;20,4;12,8;9;12,9;19;46,1;9,846592;21,7;7,729169;38,1;13,1;25,74;;15,8;32,9;47,6;41,1;38,2;22,3;56,4;43,5;31,8;24,1243;10,5669;9,17351;9,12502;15,9509;18,5554;27,7867;52,5704;98,3219;58,1413;37,9049;57,4938;41,3082;72,3161;23,3875;8,13685;19,8301;29,2888;58,8418;49,7534;18,713;23,36;16,27;33,99;43,07;37,7;;24,12;30,96;37,74;;;;22,7;15,3714;28,9174;12,648;18,0574;14,7;7,5;35,7;20,736;7,90824;23,0839;18,6595;61,9258;30,9224;23,4953;22,3337;36,5082;26,9601;36,6727;36,1189;22,9733;21,3974;31,5969;31,5951;16,786;15,1654;18,1868;28,3974;41,1;18,7;37;43,8435;7,37288;51,394;44,8056;49,3106;18,6027;27,8504;79,2944;20,0357;41,5727;41,631;9,526;29,3439;27,7423;39,6055;10,7061;25,7732;23,8097;11,8204;12,3951;30,4863;18,5225;11,9356;13,8074;25,765;20,4933;27,6749;14,4706;27,4901;33,2784;36,1745;26,0037;22,6333;17,2157;10,7375;17,5814;25,3749;46,7332;5,8231
28.11.2019 17:00;10,2531;8,82016;30,8774;19,1954;10,1798;14,0697;52,4833;6,71953;14,8005;9,50337;10,8888;67,4017;19,453;42,4198;15,006;11,1305;34,789976;34,3;22,8;27,8;13,632959;20,4;22,7;14,6;9,9;13,9;21,9;48,8;10,193184;20,6;7,230832;36;10,8;20,34;;18,1;31,5;47,4;41;39;32,5;59,9;49,3;34,3;30,8236;11,9847;9,37252;8,10635;18,8178;21,1858;28,0416;47,6407;91,6576;52,2974;39,5529;76,0838;41,3215;60,0389;31,3172;11,2513;22,3449;24,6055;53,8152;52,1971;20,045;27,66;14,57;39,19;49,77;38,5;;23,92;30,76;38,04;;;;23,6;20,118;30,2635;12,7436;16,2122;13,9;7,2;36,6;15,5883;10,7423;22,1751;13,8859;56,051;35,8776;26,6519;24,006;36,5323;30,014;38,3586;36,3654;24,2304;24,8828;33,2389;29,697;16,3301;16,2543;12,6635;34,1556;44,2;21,5;39;49,2829;11,9458;50,1618;48,7816;51,0796;18,4418;28,9264;74,3283;18,6891;48,5531;46,716;8,24999;33,307;31,6171;47,16;13,145;28,3204;19,0155;12,0451;12,223;29,4257;17,4242;12,4887;22,4103;28,6473;21,092;30,4962;20,4558;28,4019;35,8112;32,3034;22,6216;21,6163;15,5102;10,1017;16,2839;21,6257;42,3014;5,76043
28.11.2019 18:00;8,5169;7,18115;30,912;24,3977;11,3626;13,4626;45,9167;6,13768;14,693;9,4407;11,2011;50,1183;17,6966;39,154;13,8578;9,11387;30,288773;27,3;23,7;30,1;16,879551;19,5;18;12,3;9;13,9;19,4;43,1;12,146592;15,4;7,532496;34;10,5;18,27;;17,3;34,9;44,3;37,4;40;30,1;47,7;45,3;27,5;27,2088;10,5522;9,11201;10,0056;15,6168;16,872;25,3457;40,194;105,58;62,8889;32,461;79,613;45,5168;35,773;31,5486;7,63866;17,4189;23,4242;50,7912;61,4288;21,559;25,66;14,77;40,19;43,47;38,3;;23,82;27,76;33,84;;;;24,7;14,1084;26,2381;13,4282;14,2538;14;6,8;32,8;25,2917;11,7052;18,1426;11,3844;48,0558;29,8479;30,2935;23,6008;33,3596;29,4127;38,3115;34,8534;22,9891;22,6223;29,5936;27,0874;15,6855;17,8462;10,9582;31,0018;42,7;21,5;35;41,7487;25,138;49,4097;44,9262;52,8001;17,3275;29,3226;71,375;17,1072;51,2745;38,5395;9,80082;38,9655;24,5134;32,0361;12,3967;21,2216;17,7275;12,8837;13,2353;27,9752;14,767;13,2277;17,8279;33,4633;19,1481;26,4815;18,5287;20,7587;36,191;26,123;20,5944;22,2371;13,36;8,78564;15,057;17,1561;39,2358;8,03624
28.11.2019 19:00;8,30711;9,37146;17,5101;17,822;9,75917;11,9548;45,7;5,95564;16,6932;9,30421;10,9929;59,733;16,5404;36,9308;13,6156;8,88814;24,358059;23,3;20,5;25,3;17,832959;16,1;15,3;12,2;9,4;14,6;16,6;37,2;11,593184;15;8,734159;30,9;10,2;16,47;;15,3;26,3;41,6;30,4;32,7;23;43,6;38,9;29,4;22,321;7,3425;7,75412;8,72775;12,0116;13,2943;23,4247;41,7406;86,1462;82,4608;33,1918;89,4726;48,6694;47,2354;42,3043;7,84314;17,396;27,0802;51,311;32,684;20,303;24,46;15,57;37,79;42,57;36,6;;25,32;27,06;30,94;;;;25,5;14,1467;23,3695;14,6073;13,0574;13,3;6,2;27,7;17,6997;11,4024;21,2614;12,2638;51,5147;32,5385;31,184;24,1068;33,0228;25,1727;36,7851;35,9161;18,6035;17,649;26,4865;22,187;13,0985;14,2653;9,69838;26,3351;40,3;28,3;32;38,4081;22,4941;37,3148;24,2468;51,4035;15,0565;24,1863;62,0322;15,8316;49,2308;22,9796;8,64692;29,1713;20,3138;20,6809;10,4092;19,1917;17,2556;14,2449;14,9232;33,1174;11,0328;14,2693;14,5358;30,8901;19,4565;22,4925;17,817;18,1632;33,4058;22,8908;16,3327;13,683;12,4053;7,50566;8,74581;14,5215;22,9153;4,80018
28.11.2019 20:00;7,75263;6,86408;13,2303;16,3667;9,36614;9,76076;47,1064;6,09556;16,5792;9,72538;9,41182;46,1836;16,8208;32,1333;15,0931;8,77608;19,240978;21,2;16,4;20,3;15,132959;16,2;13,1;11,5;9;13,1;16,5;30,1;11,146592;14,6;8,935822;31,9;12,9;16,47;;15,1;27;34,2;28,1;28,1;13,5;46,7;35,2;24,9;15,6267;6,1025;5,85534;8,4128;14,5328;13,0614;22,3061;18,7546;95,7625;65,7064;31,9378;80,612;48,5898;45,1381;36,0368;4,04729;18,48;22,9145;49,7397;16,9828;20,154;23,66;18,57;34,09;42,57;35,2;;24,32;24,96;29,34;;;;26,1;14,7861;24,4338;12,4202;12,1732;12,3;5,5;28,7;8,09657;11,054;20,4347;15,1185;51,0564;29,6965;26,1571;24,2091;31,8977;24,3296;35,071;37,0194;17,1519;13,3464;25,5986;16,3837;11,8776;13,6644;7,70089;28,314;40,4;27;28;22,7807;18,2739;36,4268;24,7004;33,0901;15,9955;25,0021;64,4599;15,7432;35,3046;17,9516;7,46535;30,3971;19,0251;14,5195;10,0752;15,4436;18,4013;13,8254;14,0442;31,1433;10,0035;14,3318;11,9769;31,0844;18,6977;21,3386;15,6525;17,3308;24,2447;19,6255;13,3288;10,5192;10,7461;8,42555;9,96471;13,3623;41,2753;4,82568
28.11.2019 21:00;7,30596;6,6272;11,8036;14,903;9,62373;8,30865;16,7486;5,68181;11,1789;9,7121;10,4114;53,283;15,142;27,5232;10,5707;7,46902;16,227346;18;15,9;18,8;13,839775;14,9;11,6;9,6;8;13,3;15,7;27,9;10,893184;14,6;7,437486;20,8;10;16,02;;15;27;32,9;28,4;25,6;13,9;39;32,7;22,7;12,5061;4,69806;5,44548;7,01067;8,02668;9,88691;16,9488;21,1733;87,3179;53,0798;36,1708;84,3978;37,7976;32,1078;29,9261;3,43386;22,2482;25,4631;35,5668;25,2219;20,482;19,26;20,77;32,19;41,17;33,5;;23,22;23,16;31,14;;;;26,1;15,6768;22,9076;15,3912;11,9221;12,2;5,4;25,2;14,7229;6,28251;19,734;20,3862;55,1546;29,5016;18,6084;30,3463;25,5003;22,5324;29,3484;36,2614;14,8359;13,0413;19,9818;14,7269;10,6761;12,3603;7,398;22,6988;32,9;28,6;30;28,1537;13,0021;28,2519;19,777;30,6094;15,1287;23,0869;58,1811;18,5636;28,5398;18,5544;6,32375;26,1758;16,9625;13,6129;12,2097;14,1674;18,2307;14,7925;14,9874;22,0013;9,36561;14,4523;10,7832;21,0012;17,6034;19,7223;13,2231;18,0753;19,8046;18,6628;13,9135;9,54402;11,0437;6,82;8,843;12,9008;37,84;5,04874
28.11.2019 22:00;6,75892;5,79283;11,3218;5,01953;7,66978;6,8051;8,57798;4,90154;10,3871;8,97545;11,9027;41,4771;15,2981;23,9021;8,6518;6,55497;14,056856;16,4;15,1;20;8,793184;15,9;12;9,3;6,9;12,9;14,6;22,6;10,286367;12,5;5,839149;16,4;7,6;14,85;;14,1;20,2;26,2;21,5;23,6;11,9;37,2;31,2;19,6;9,38155;3,67806;4,84596;7,15832;6,37068;8,5308;13,2757;23,9074;75,0768;52,3713;29,3274;71,0064;37,9622;30,5814;21,6489;3,17468;22,4065;21,4922;44,3668;28,2556;20,094;17,26;20,77;28,19;40,57;32;;19,82;19,36;32,64;;;;25,6;14,6507;20,865;9,29512;12,4051;10,6;5,9;23,2;11,9059;6,09981;14,2805;21,971;50,34;32,4408;19,2176;25,828;21,045;19,0669;24,0443;34,7556;14,619;12,1927;20,7438;12,1231;10,7407;10,8331;6,47187;18,9839;33,2;32,2;27;24,646;5,86772;29,3646;18,1161;30,0812;15,0156;15,9158;46,5843;16,9439;23,6684;17,6772;6,88878;20,6655;27,2954;13,392;9,43519;13,359;15,8925;14,4834;15,2025;20,0951;8,2779;14,7602;9,74367;15,2374;15,4077;20,9489;12,489;15,6648;18,0111;16,0993;12,2102;10,67;10,2356;7,50248;7,1854;10,0519;18,5374;6,73661
28.11.2019 23:00;6,40201;6,36006;10,4764;4,25473;7,4414;5,06358;6,48487;4,54653;9,61733;7,4092;10,3853;35,0236;8,28427;17,4252;6,11146;5,28084;12,536407;15,4;14,7;16,9;10,539775;13,4;11,5;8,5;6,7;12,5;13,7;20,3;9,4;11,3;5,940813;15,4;7,8;14,67;;12,5;19,7;23,8;24,1;20,3;13,7;37,3;26,2;17,4;6,14814;3,72083;6,54281;6,10937;5,84488;7,61005;12,0206;11,5984;88,7917;46,4212;22,9817;72,7654;29,713;17,9776;23,095;4,63948;17,0784;26,2946;27,747;5,60906;18,328;21,86;21,57;25,29;39,57;31,9;;15,62;15,26;31,44;;;;24,4;13,956;17,9593;6,55352;11,9868;9,8;5,9;23,6;10,8055;4,72901;13,022;15,4293;40,9694;30,7503;18,7953;17,782;17,0617;13,118;20,0771;30,605;14,6194;10,9806;17,6788;10,9545;9,7904;10,384;6,16464;15,127;36,1;30,8;26;18,4123;6,0297;31,0233;22,2759;23,9454;15,6635;14,3666;36,8538;21,1797;19,061;12,241;6,26366;18,6824;23,2604;18,7025;9,15689;12,0408;16,2343;14,2731;15,2939;15,6752;7,99043;14,8812;8,29589;12,7311;12,4157;22,1043;10,3304;12,1779;14,9722;13,7052;10,3891;7,70978;7,07532;5,74875;5,3366;8,10532;8,31561;10,1182
