Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140
12.09.2020 07:00;2,86481;5,83372;18,395;;17,8467;9,65029;;42,7109;9,69968;22,2058;33,2;29,6;11;8,1;21,6;19,9;9,5;;15;17,691018;17,4;;12,2;3,42427;1,6;18,3;15,8;16;12,6;29,8;39,6;47,9;28,8;9,3;19,4;16,4;23,4;18,5475;1,68171;4,75238;5,68583;9,5;22,5961;21,0272;22,3381;30,2415;23,7177;10,4107;30,8283;9,61842;10,7858;12,1247;1,2;21,4877;21,8482;29,7382;23,465;9,9;8,89;6,4;19,1;15,29;21;23,4;19,86;29,37;39,76;23,01;23,29;14,347684;20,3787;24,8888;23,3612;31,6002;17,6;0,3;62,3;24,1;8,44832;1,47968;11,1515;10,6891;2,45842;13,1287;8,18209;20,5956;22,4737;20,459;31,3872;9,19568;20,3054;7,79911;7,50046;9,18347;17,2048;5,8;47,8;14,1;15;11,3;1,47;13,4304;42,3673;27,9056;21,6838;11,8916;42,355;58,324;19,4928;22,0135;24,8687;30,4285;11,8864;17,4072;29,6252;2,54349;6,41582;5,85709;14,6276;11,9623;6,27773;15,4633;41,0496;4,2;20,9946;16,3473;23,1185;19,7151;9,61282;14,0586;26,0442;35,7013;18,9808;19,1152;12,5056;4,17135;8,59178;16,7802;35,2413;7,05634
12.09.2020 08:00;4,79646;4,99563;17,5331;;15,7528;7,52213;;31,625;9,44369;18,2925;33,7;32,4;11,4;12,2;19,2;17;11,1;;13,1;11,095509;21,3;;11,5;2,71646;6,6;22,2;15,1;18;12,8;20,9;39,2;46;24,9;10,6;14;16,5;36,4;31,9405;2,09932;5,02378;4,69472;7,6;26,8893;16,8729;20,5325;48,7332;28,3309;23,2718;33,1801;14,0001;18,787;11,992;1,1;27,4473;37,1918;11,7904;20,4536;11,4;9,09;5,6;23;22,39;18,5;20,6;14,26;24,37;43,16;18,61;21,99;12,647854;20,0675;17,1955;25,1485;29,3407;8,8;1,4;58,6;31,1;14,8789;1,63529;13,849;12,7758;2,48588;12,2906;5,63499;17,6666;16,5156;18,7544;24,2865;10,8653;12,9388;6,0857;7,94112;10,3471;29,8061;7,9;31,3;9,8;23;9,2;17,005;15,5393;28,9456;40,4383;35,2715;16,4087;32,1556;48,0273;20,845;25,0565;24,0291;27,195;10,0348;21,5089;27,139;5,33023;5,84647;5,39928;14,4588;9,21514;4,09062;12,5921;15,5238;3,7;18,4527;15,2503;21,3074;19,9745;9,93173;19,8464;26,9767;28,5732;21,8696;16,8256;12,7848;3,86171;9,61364;14,1734;34,6221;6,49655
12.09.2020 09:00;6,99633;4,81612;14,0449;;12,2643;6,3882;;31,0132;9,4644;19,5035;24,4;24,5;11;12,3;18,2;12,1;9,6;;10;12,15004;20,1;;7,1;3,40514;4;37,4;11,2;25,7;10,7;13,8;28,5;34,5;16,6;7,8;12,4;13,5;27,6;29,5034;4,62709;5,80186;3,05167;9,5;45,3823;13,7122;15,0988;53,6943;31,0109;25,1306;34,4075;13,7096;23,6568;9,89885;1,6;25,8667;36,8599;6,22591;11,6558;7,8;10,39;5,2;24,6;19,19;15,2;20,1;11,76;15,37;44,46;18,61;22,49;11,548025;32,666;17,6418;24,5485;25,4545;6,1;1,8;32,4;9,2;15,7956;2,42771;34,4125;10,1096;2,97672;14,8256;7,25498;12,4627;12,945;16,139;20,6804;10,3445;9,16061;6,60415;7,31937;10,5874;26,7751;9,1;32,4;9,9;15;10,9;4,26;17,3186;21,0139;42,5579;21,7888;16,9121;18,4466;45,0573;23,5038;27,2214;19,8609;24,0907;8,33914;21,3278;18,6627;3,42726;6,68828;5,37538;14,8116;9,3899;4,4539;13,0892;9,65507;4,2;10,6899;16,0129;20,083;21,9547;9,83328;15,7688;20,145;18,5557;15,4691;14,6852;10,9208;2,8526;7,00164;11,247;36,1559;4,92659
12.09.2020 10:00;7,41909;4,55587;12,1039;;9,00134;5,15974;;33,5503;7,7436;21,6353;23;17,4;10;8,1;17,8;8,1;8,6;;2,3;9,871612;24,9;;9,2;3,36688;2;28,8;11,4;21;9,1;11,5;18,7;25,1;11,6;5,7;9,6;15;16,4;25,607;3,39338;5,77902;2,38056;13;27,8844;14,2752;18,2533;51,3122;29,2508;18,1497;35,2971;8,28268;22,2817;7,46158;3,8;32,7738;33,2843;5,97497;14,3044;6,3;8,59;4,8;22,4;11,29;11;19,7;10,46;10,57;45,86;19,91;20,39;7,748195;33,3076;14,9216;26,0697;26,3952;4,3;1,3;21,8;7,6;22,3877;2,80586;29,1206;13,657;4,62634;18,0824;11,3314;9,69785;9,52517;12,9911;16,4441;8,64038;8,55483;7,16594;7,18987;9,56111;14,4952;5,8;18,7;7,8;9;6,8;3,82;18,8413;12,129;18,3196;12,4332;12,6688;14,092;47,7681;23,7162;22,9299;14,5949;21,0628;5,95206;17,4056;14,1905;2,88606;8,59869;4,59092;9,91584;8,44269;3,54251;9,21053;8,19504;3,86;7,54998;14,4738;16,961;21,3041;8,9835;11,6909;14,0134;16,2803;11,8278;13,7329;9,37252;2,17968;6,50717;8,55254;29,3306;5,1948
12.09.2020 11:00;2,86588;7,23161;12,1428;;4,4708;3,47718;;32,7239;10,3604;15,0283;21,1;15,2;9,5;7,2;14,6;5,7;5,7;;1,8;9,031836;32,8;;4,6;3,15645;1;11,2;11,8;9,6;9,1;9,4;11;16,2;10;6,2;8,4;10,7;10,1;19,3871;3,79599;5,69935;1,83;15,8;19,4983;14,0166;16,0983;50,6792;24,1681;7,34314;18,856;;8,00172;6,78441;3,8;28,0618;29,1629;6,6419;7,83601;5,4;5,69;5,3;15,5;7,19;8,8;17,8;9,46;7,07;39,86;15,31;15,39;8,148365;26,5163;12,8419;17,4323;20,6408;4,8;1,7;16;5,6;12,1602;2,01716;15,1265;7,01492;4,29191;10,0812;5,83767;8,91883;6,26687;11,0994;14,4147;7,29172;5,80595;7,50609;5,55092;9,27533;10,5172;4,2;11;6,6;19;7,7;2,59;22,9972;11,9941;8,78352;5,79102;10,9636;10,1161;50,7307;23,9616;13,6988;7,07174;13,4791;6,7577;8,71288;9,59234;2,31086;6,28251;4,03804;9,20309;7,18867;3,62908;6,64898;7,18115;3,81;7,45946;10,9596;15,2548;21,6848;8,33039;10,2248;14,4276;14,1799;10,6945;14,6502;8,86261;1,25608;9,32312;6,61829;26,982;4,56756
12.09.2020 12:00;2,3661;5,76202;10,1888;;2,9913;3,89942;;33,1753;5,21498;12,9341;22,2;15,1;8,3;6,8;14,7;3,8;4,1;;0,9;6,51251;27;;4,5;2,92689;0,6;8,2;9,5;7,4;6,9;8,1;10,5;10,3;7,2;3,9;7,6;9,5;8,5;19,0637;5,90096;5,09442;3,10556;15,9;12,2324;9,95302;9,29119;56,5288;17,6731;10,2977;20,5806;;5,99093;6,197;1;8,05642;12,5863;5,23254;3,59084;4,5;3,69;5,2;11;5,79;7,3;18,4;9,76;7,07;47,66;11,81;10,59;5,948535;8,28321;12,0681;10,7663;12,9982;3,9;1,7;15,3;5,6;7,17252;1,81215;5,42425;4,53303;3,45453;20,6349;3,39413;7,99634;5,37307;8,05771;10,5915;9,74514;5,44195;7,39084;5,09524;10,0028;6,29696;3;9,3;5,3;12;9,6;2,275;30,1897;12,7339;5,6335;6,81449;9,95744;6,58684;50,8852;18,651;12,9167;11,2383;10,1713;10,3755;10,5723;7,1316;1,8472;4,71255;3,11815;8,08298;6,97098;3,13515;6,47;7,69474;3,8;8,18865;5,34301;13,1245;17,7985;5,34526;8,10622;11,9585;13,8653;10,346;15,843;7,62109;1,14508;4,6674;6,65049;23,2728;4,71096
12.09.2020 13:00;1,65813;3,74805;12,2809;;2,70098;4,0699;;26,7301;2,3268;7,94702;27;13,8;7,3;6,3;15;3,9;3,4;;1,5;5,072735;23,7;;5;3,09906;1;7,2;8,3;6,7;4,6;6,4;6,8;8,2;6,2;3,6;5,8;7,6;7,9;23,5388;5,78035;4,96483;4,78;14,9;12,1833;7,52691;4,75507;58,4249;17,9798;9,08944;22,0969;;5,82894;4,39494;1;4,41141;5,72123;4,51828;2,84782;4,1;2,79;4,5;7,2;3,99;7,2;16,1;8,96;5,27;47,36;9,91;7,69;4,548706;3,85268;11,8151;11,9517;8,82637;3,4;1,4;11,4;5,7;5,00249;1,52376;4,93146;2,60616;3,953;9,7779;3,03946;6,91178;5,22696;7,54665;4,59111;6,00264;4,52956;7,37204;4,44109;12,5914;5,84475;2,6;9,4;4,3;4;7,7;1,93;31,4123;16,2082;7,06678;7,03809;9,15934;6,03149;50,3224;16,5145;10,1094;6,80533;9,46544;3,6982;9,30762;6,65007;1,82194;4,83126;3,94828;6,54966;8,07135;3,31254;7,72501;7,03563;3,47;6,54259;4,80713;6,6838;15,0325;4,40309;7,51149;10,2728;11,7414;7,18912;14,7065;8,8615;1,12489;4,80443;6,02512;23,9781;4,42416
12.09.2020 14:00;1,42656;3,58128;11,5665;;2,27305;2,89774;;39,1304;2,20942;7,62091;28,8;10,8;7,1;5,1;17,5;3,5;3,1;;0,6;4,132959;30,4;;5;4,64859;0,3;7,5;9,7;7,2;3;4,7;7,4;9,6;6,1;2,9;5,3;7,6;7,1;19,8928;3,60035;4,15488;2,69611;13,1;16,7068;7,94224;4,02844;58,9492;16,8419;7,15056;21,1504;;8,555;3,31944;1;4,24475;12,5784;3,45038;2,73044;3,8;2,59;5,8;6,2;4,19;6,5;10,5;7,26;5,77;56,06;11,31;7,29;3,748876;3,56747;8,9193;4,38229;6,58804;3,9;1,4;11;5,8;5,9752;4,19525;3,82616;6,16514;7,04117;12,0118;2,16483;5,79798;5,05838;8,47851;3,89383;3,66559;3,30896;6,94877;3,54579;11,4747;5,94305;2,4;12,4;3,3;2;7,7;2,26;24,8343;21,3479;5,68664;5,37515;5,58358;7,20256;63,1092;8,94953;7,86422;6,39095;9,18177;10,7306;5,00515;5,44851;3,18435;5,57597;4,65997;7,58161;7,36206;3,34706;7,91409;7,05475;3,35;5,93122;5,32359;4,86341;12,1373;3,48809;6,70325;7,74148;11,6878;6,5178;13,5338;10,2654;1,37505;4,09646;5,30759;15,9567;4,52241
12.09.2020 15:00;1,89447;3,28014;11,6393;;2,69354;2,94979;;34,0259;2,59501;8,94179;29,7;8,8;6,9;4,6;17,2;3,5;3,2;;1,7;2,572735;19,3;;5,2;4,61033;0,3;7,4;12;7,5;3;4,6;7,9;6,8;4,8;2,9;5,1;9,4;7;14,8116;2,24182;;1,93778;12,2;7,38528;8,50415;2,79529;51,5311;18,9382;;15,4155;;;3,03636;;;;;3,95147;3,7;2,59;4,5;6,4;4,19;7;5,5;6,16;7,57;56,76;6,31;7,59;3,849046;3,75336;7,8843;2,3524;6,13038;5,2;1,4;8,9;7,2;4,28354;3,14683;3,60618;5,52887;5,70355;12,0734;3,30629;5,52804;5,11388;7,69261;3,87998;4,76284;4,02421;6,13017;3,34238;9,7226;6,21087;2,6;11,5;2,9;;6,7;2,885;25,5519;22,5956;5,52462;5,35151;4,20802;6,04245;62,9373;10,8915;7,5087;5,83957;9,57168;8,6014;5,13903;5,19087;2,4054;6,51726;4,67325;8,92373;7,41691;3,2435;9,36455;6,64898;3,31;5,47752;5,18539;4,28171;9,80879;3,49343;5,42556;6,22037;11,6416;5,40087;14,135;9,16335;1,19128;4,27598;5,40814;10,4432;4,04441
12.09.2020 16:00;2,83879;3,40548;13,5104;;2,94702;3,68591;;37,3678;3,29971;7,44352;27,1;7,8;5;4,6;15,8;3,4;3,7;;2,2;3,239775;22,8;;5,9;3,65383;1,7;6,8;13,4;7,5;2,8;4,6;6,3;7,1;4,1;3,7;4,9;8,9;8,9;15,2896;1,68792;5,89746;1,34222;11,3;12,7264;8,01234;3,50804;54,8215;12,7864;6,82903;12,9124;;11,1979;4,1262;1,4;3,79744;4,62739;5,57805;4,14585;4,4;2,99;3,4;6,8;4,79;7,5;3,5;4,86;5,27;52,26;7,11;7,49;5,549217;2,50047;9,87567;2,91766;6,88882;6,2;1,5;6,5;8,5;5,67929;3,14258;3,67749;2,83135;5,83832;23,4944;5,44518;5,65717;5,79267;8,70912;3,93666;8,13822;3,98754;5,9515;3,57629;8,9071;6,02436;3;13,4;3,6;3;5,8;2,255;28,0148;22,3985;4,83948;5,6862;2,94319;7,97676;71,7781;9,6949;7,53886;7,05103;12,1821;13,2503;3,79585;5,70721;2,60244;11,2781;5,32333;7,05687;8,4308;2,80374;10,5882;6,54329;3,35;5,78953;5,64851;4,16522;9,20227;3,22911;5,54886;7,09352;12,1679;5,8709;21,7076;7,61451;1,18438;4,41406;5,56234;8,79626;4,26323
12.09.2020 17:00;4,93402;6,37864;14,9279;;4,92882;4,0545;;44,0488;5,38502;9,27161;32,3;11,9;6,5;5,9;17,4;3,8;4,2;;1,7;4,839775;43,4;;8,6;3,15645;6;13,9;14,1;12,3;3,5;6,3;8,7;10,2;6,5;4,6;7,9;11,4;15;20,6634;2,48188;3,88508;2,32;12,3;18,4644;12,5587;4,01478;84,5189;17,5993;11,8087;21,8664;;11,5846;9,90682;1,7;6,79875;11,5734;8,06351;26,0446;5,8;3,29;3,2;7,7;5,89;9,6;3,3;11,16;8,27;55,46;13,21;9,29;7,349387;3,20738;10,8636;3,35029;7,41843;6,6;1,6;18,3;12,5;3,89249;2,84729;6,37986;6,436;11,2405;18,1451;10,8568;6,40377;7,42268;12,2181;5,02334;6,68859;3,95938;5,00282;3,60461;9,46795;7,87253;4,9;15,6;4,6;3;6;9,015;58,154;26,5109;6,46203;9,99414;3,75364;11,4529;93,1803;9,79953;9,24553;10,2175;11,791;19,9092;4,96164;8,58265;2,69326;12,9804;7,26294;8,86053;11,2666;3,77354;12,1794;7,73457;3,58;6,08398;9,76535;4,57168;8,96937;6,12868;9,5234;8,37244;15,2875;6,54541;28,5255;9,13426;1,13074;4,6042;7,38799;11,3791;4,63501
12.09.2020 18:00;10,1963;17,1198;30,5755;;11,7516;6,05732;;82,1884;8,99386;19,0348;76,5;15,6;12,5;9;20,2;5,2;6,1;;20,3;14,672735;58,3;;35,3;3,15645;1,7;31,3;26,3;29,9;9,9;13,9;18,9;12,8;13,5;5,8;41,2;31,7;23,5;29,5022;4,18346;5,49488;4,09833;15,5;13,6083;18,856;7,06468;80,0039;20,8455;10,2064;63,5389;;19,5938;8,13025;2;23,7184;41,7739;14,4399;47,4442;6,7;3,99;5;11,6;38,09;17,6;9,1;18,86;29,37;66,46;34,91;23,29;15,049557;7,89125;29,6518;10,3545;11,8273;8,4;1,8;43,1;15,6;6,33548;3,36034;22,6213;27,8238;25,8535;45,1011;36,4787;10,9466;11,8323;25,6842;13,1787;11,3382;13,1104;6,4549;4,06351;19,0145;14,6594;3,8;61,5;7,2;11;15,9;8,74;45,0381;51,2055;13,4431;18,3043;5,17099;50,0339;95,4279;21,1005;26,9858;27,3793;25,5342;21,4203;11,0896;17,7591;3,86649;18,7445;6,37121;10,4794;16,4389;4,60155;13,4291;11,4428;4,19;7,75016;18,2009;5,86;11,3247;16,0505;18,1301;23,9914;27,4429;8,98799;44,0716;15,0369;1,81799;8,01394;16,6925;22,3513;4,85967
12.09.2020 19:00;40,5666;32,3261;59,9184;;10,9929;8,68898;;92,8465;22,7177;34,0128;74,3;41,9;29,7;14;25,5;6,3;7;;60,1;63,086768;81;;52,4;3,46253;9;42,1;38,8;41,7;12,3;16,1;41,8;98;54,2;6,4;56,5;82,7;58,8;66,3745;7,52494;9,19194;7,37444;24,2;23,3771;24,6171;9,54765;90,2549;60,3394;34,0421;88,933;;24,8077;24,8794;3,7;39,8939;64,6328;13,6196;44,9288;10,5;4,69;5,5;23,8;46,69;23,9;;22,36;77,07;78,66;61,61;47,59;11,049728;21,7904;62,768;44,1842;19,5309;8,5;3,1;60,9;25,8;6,08929;2,8595;50,0419;25,9044;14,5666;101,576;64,5911;27,0264;21,6796;51,8914;20,5541;20,6971;23,473;12,629;5,16402;10,658;27,0716;5,7;122,3;7;46;56,4;4,57;52,2256;83,7812;28,5313;61,0895;15,0892;71,2932;94,1665;52,955;34,802;26,2741;45,4838;10,3104;28,2525;29,2665;5,60588;24,5326;7,46158;19,5874;15,4218;3,86118;40,3066;22,2047;5,18;13,2432;27,9021;9,9414;20,8684;15,8878;29,8029;53,4956;50,0381;52,3946;28,7437;12,486;2,8765;12,3154;26,6421;25,1447;4,23136
12.09.2020 20:00;32,48;26,6076;60,3778;;16,143;13,8795;;90,5688;42,1362;45,6851;57,6;41,8;18,7;16,8;34;12,1;8,8;;66,3;50,854852;62,3;;48,2;3,40514;11,2;48,6;44,6;45,7;19,6;21,7;57,5;93,7;58,6;5,3;54,3;66,4;45,4;55,1846;7,75289;13,444;6,04111;28,5;65,3316;19,4234;13,7206;74,4501;52,2092;37,165;78,9683;;23,0157;24,3913;4,6;32,59;53,9287;14,4856;47,211;10,4;7,29;8;36,5;39,09;25,7;18,5;25,56;80,77;66,66;50,81;47,99;10,349898;18,5326;45,2864;78,2794;12,126;7,7;3,9;23,1;14;7,44205;2,70017;46,7815;25,6861;15,0062;62,1588;39,927;24,3849;18,6226;;17,8838;17,6857;21,195;12,5671;5,91525;11,1645;23,1792;8;105,6;8,2;37;52;3,97;49,2045;61,9578;57,5916;62,6103;15,4168;69,165;80,3869;66,6337;38,114;41,2126;48,3072;10,8464;20,1509;53,8412;5,03122;20,4228;10,5495;26,1365;13,684;3,77089;46,0611;21,5987;5,11;17,7256;33,3159;17,2064;34,2889;15,4695;44,0513;74,585;68,7261;57,6776;29,2706;13,1026;5,29358;14,0463;17,4077;16,9145;8,21788
12.09.2020 21:00;22,2907;29,0666;46,2444;;22,3117;14,2439;;81,4815;32,8752;43,9218;52,6;31,1;12,9;30,9;27,7;16,9;15,7;;67,8;28,030714;43,4;;35,3;3,29036;9,3;45,4;26,1;38,4;22,2;21,5;58,4;82,6;46;6,8;42,6;28,5;33,6;56,8327;6,1943;13,7526;8,89389;23,3;62,8521;15,4608;12,9957;58,1067;47,3267;32,7494;61,0873;;26,8774;22,3104;5,2;41,6184;42,8354;8,71502;38,8423;8,3;8,49;9,9;36,2;36,99;23;18,4;22,36;42,67;71,36;47,01;50,49;14,350068;19,9873;43,7053;54,1042;10,4926;7,7;4,1;11,7;15;8,62493;3,457;39,4086;20,4573;10,7601;54,6446;23,2321;16,2313;13,4204;21,1382;12,1803;6,80603;5,76026;7,52555;5,63905;12,5845;13,7433;8,5;79,9;9,4;31;29;4,485;41,9614;56,0471;58,2772;53,141;17,614;67,1712;69,2192;59,9683;53,2299;39,4053;43,4359;9,10224;19,9687;70,7446;6,05626;14,3049;6,48752;29,7831;12,0446;3,6721;24,6478;14,3666;5,4;49,0299;34,5161;19,4175;31,1086;18,8995;34,8305;81,3349;66,3664;49,1469;20,2608;8,07444;2,16959;11,8061;8,69338;16,1888;4,42203
12.09.2020 22:00;17,772;20,708;40,5764;;17,8956;15,5164;;78,1886;35,0491;45,6989;30,9;36,5;11,9;22,4;22;9;15,2;;64,3;24,963673;38,5;;23,9;3,07993;7,4;40,8;18,4;32,2;16,7;12,2;49,1;75;40,7;9;36,9;23,2;29;10,6732;6,22351;13,0924;13,5561;22,9;34,7503;11,2585;13,0938;51,8359;37,6302;24,9172;49,4873;;26,5678;29,994;4,2;42,3609;31,6823;7,2107;33,7622;10,6;9,89;10,7;30,7;24,09;19,1;16,9;19,56;22,97;59,56;51,61;54,59;17,350238;28,4054;42,2493;42,3019;11,782;7,3;3,9;9;21,6;7,66855;3,61527;27,6878;20,2704;8,97161;46,9435;14,7025;6,21194;8,48817;10,8951;5,87601;4,50193;4,71395;7,1845;4,95009;11,3024;7,66422;10,3;73;8,6;28;46,4;4,765;24,784;58,743;53,5918;44,73;17,7519;56,8416;57,501;38,2352;44,4491;34,9211;35,7231;6,60994;19,6798;27,7892;7,99269;10,5224;5,2819;20,4542;9,19697;3,93766;29,3986;10,686;5,28;43,3156;19,4636;20,1202;33,7475;17,3964;18,507;48,0672;33,2943;36,0922;8,77767;4,2117;2,22217;10,2951;5,68447;16,2111;3,73212
12.09.2020 23:00;10,9441;19,6617;37,9378;;12,4343;15,8738;;54,7607;27,3894;28,9939;27,9;32,8;9,3;14,2;13,4;8;11,4;;37,9;21,245469;34,1;;17,3;2,8695;6;32,8;15;25,5;12,2;12;29,7;65,3;29,7;10,8;29,7;27,6;26,4;6,22895;7,13686;7,8955;3,97278;22,7;12,2554;10,2956;12,1362;44,8916;30,8086;22,7674;42,081;;21,9768;23,5617;2,7;37,7997;30,0325;5,41455;34,9248;9,3;9,69;13,5;22;22,29;12;15,8;13,66;19,07;57,06;43,51;46,69;19,750409;17,1289;32,5667;21,0913;13,5428;7;3,8;7,5;10,1;6,74883;3,11019;13,8598;14,8531;7,0152;37,0218;10,8367;6,30015;7,11554;7,28731;4,65589;3,52098;4,14962;6,58588;4,45938;12,7114;7,65731;17,7;68,8;7,7;23;35;4,515;16,7714;60,4606;51,3508;39,5953;14,6955;48,4904;42,4329;29,2754;40,8739;24,5113;26,751;4,33902;14,7612;30,2679;7,4807;8,4128;4,75344;11,6112;7,35643;3,70769;17,3094;8,35438;5;21,2374;16,0802;19,5036;31,6872;17,0514;5,6857;33,7967;22,5144;21,4181;9,20476;2,91764;1,79038;9,41076;3,99222;12,4126;3,9435
13.09.2020 00:00;11,8363;19,8572;33,6278;;12,5804;13,486;;58,8017;25,5464;21,0362;20,9;11;7,4;8,3;13,9;7,7;6,3;;28,8;13,493184;26;;9,9;2,56342;4,6;17,5;11,5;14,3;10,8;10,9;25;60,6;12,6;8,9;26;28,8;24,2;14,3729;6,1432;8,71394;3,24167;17,1;6,85599;8,44679;14,0923;39,7717;24,6769;18,1051;37,6218;;18,2803;15,9254;1,7;28,3056;24,8933;7,7661;26,486;7,5;8,79;13;20,5;19,59;14,9;13,4;8,56;18,37;56,26;36,61;41,39;18,550579;11,3042;21,8057;16,1225;9,55124;6,2;3,6;6;12,9;5,94618;1,89713;18,1834;9,54349;5,55462;25,8934;8,10319;4,16503;4,52483;7,84434;4,37896;3,31245;3,83875;5,55039;5,03521;9,13688;6,95535;12,9;46,8;7,4;19;22,2;5,32;11,103;38,8651;42,5893;30,6329;12,9984;42,5027;35,9886;23,3237;28,2949;25,9915;18,1406;2,94443;16,688;29,1983;7,68412;7,89709;4,37476;11,4146;6,92495;3,89623;13,0717;7,6719;5,04;10,2227;19,7956;20,224;18,4136;13,5557;7,35055;14,4924;15,8248;17,028;5,99093;3,90789;1,52588;5,58304;2,76667;12,6888;4,54312
13.09.2020 01:00;9,67419;12,6888;24,1813;;12,7748;7,62463;;45,6803;21,203;20,9582;20,3;11,2;6,5;6;9,3;5;4,4;;11,4;12,693184;21;;8,4;2,23821;3,8;9,2;10,2;8,8;10,4;9,8;21,7;50,5;13;7,3;19,8;22,5;18;10,9212;5,50752;10,3684;3,48861;16,9;7,97335;9,47874;12,41;34,0256;22,2431;14,2672;31,7041;;16,2005;17,0609;1,1;30,1873;22,0444;4,50411;24,2978;7,6;8,39;10,8;14,9;22,39;16,5;12,7;9,96;19,07;57,16;43,01;39,29;16,550749;10,7338;22,1301;19,1674;12,2322;5,8;3,3;7,4;16,1;4,86581;2,09364;14,0028;7,07121;4,60636;16,4232;6,55617;4,55932;4,07863;5,83179;3,27879;3,23891;2,9338;5,12973;4,79217;5,26934;5,69383;10,4;41,7;8,9;19;27,7;4,795;8,12331;32,9039;35,3444;26,4995;9,57182;38,8757;34,9115;22,9254;22,8539;26,7961;13,4127;2,18042;15,7289;20,1829;11,1857;6,91241;4,38007;9,60249;6,83762;3,97802;5,52515;8,75855;5,02;11,0779;19,3619;19,6229;11,4806;6,46339;5,11527;7,63578;8,44879;10,5564;7,84399;5,59099;1,67884;3,55366;2,46608;7,61879;4,94191
13.09.2020 02:00;7,87532;10,1432;12,4125;;13,1145;6,14177;;35,0905;19,4089;34,7671;14,5;13,7;6,2;5,9;8,3;4,7;4,2;;13,1;10,446592;20,5;;7,7;1,98952;2,9;7,5;9,6;7,6;9,6;14,4;22,3;41;12,1;6,1;17,6;20,2;13,2;4,48205;6,06189;11,4954;2,86389;16,8;7,85022;8,47866;15,6944;29,661;18,473;13,5194;27,6534;;16,8877;10,7168;1;25,3643;18,5444;4,5353;20,196;7,2;7,29;8,8;13,7;23,39;10,5;12,2;7,26;21,57;52,76;31,81;19,99;12,85092;8,31932;21,7536;16,8027;13,6141;7,2;3,1;6,6;18,1;4,40371;2,08992;15,6071;9,0188;3,38273;10,8317;6,16857;4,36323;4,69689;6,04828;2,95605;2,87225;2,7967;4,38414;3,20374;5,70531;5,89204;7,2;32,3;9,9;18;22,3;6,665;6,60529;26,0669;28,56;24,2652;13,7529;37,216;43,0476;19,47;19,9908;24,8289;12,5565;2,11478;17,6472;18,3309;11,8124;6,19754;4,41353;6,7791;6,3711;3,88455;5,45664;8,6927;3,79;13,5423;16,5076;18,8952;10,564;4,87947;7,38818;12,5379;10,2335;12,9968;9,11387;7,44496;1,33946;3,02202;2,16142;7,69233;5,58994
13.09.2020 03:00;7,78768;9,2817;10,4215;;10,8455;6,97721;;21,8453;22,8888;35,722;10,7;9,7;2,8;6;4,7;5,5;3,5;;10,3;12,232959;18,1;;8,3;1,70257;2;9,6;9,3;8,9;9,1;11,4;19;31,4;9;5,9;16,1;19,3;12,6;3,38796;5,42785;9,76342;2,6775;16,8;7,08116;7,44618;24,9272;25,0669;16,8313;11,8634;23,4576;;14,092;9,65879;1;18,4258;16,9942;5,16591;12,5093;7,2;7,59;7,9;13,2;21,99;9,6;11,5;6,06;17,47;48,46;29,41;12,99;11,45109;;18,5148;11,8995;11,4573;6,3;3,1;6,2;15,3;3,726;1,68522;14,6467;6,88001;3,16139;8,584;4,74477;6,38623;3,57508;4,8159;2,38622;2,97587;2,36362;4,62559;3,58809;4,41179;5,10558;7,3;28,5;10,3;13;16,4;8,385;7,01607;23,2409;23,0938;19,5095;14,1407;33,3782;48,7698;21,3592;19,8047;22,6083;16,005;2,65927;17,6435;20,7177;10,8857;6,44344;4,72476;5,39981;5,57279;2,95032;6,93366;6,18266;3,68;13,8309;13,383;17,7132;15,2161;7,01812;15,2551;16,7937;10,7672;14,6603;7,94838;6,56553;1,22049;2,25191;1,95907;5,74662;6,35952
